region,mes,precipitaciones
12,2021-10-15,15.3
12,2021-11-15,47.3
12,2021-12-15,4.1
13,2021-01-15,84
13,2021-02-15,39.6
13,2021-03-15,10.3
13,2021-04-15,63
13,2021-05-15,11.8
13,2021-06-15,24
13,2021-07-15,0.7
13,2021-08-15,16.1
13,2021-09-15,39.8
13,2021-10-15,88.9
13,2021-11-15,23.1
13,2021-12-15,34.2
14,2021-01-15,88.6
14,2021-02-15,57.5
14,2021-03-15,9.6
14,2021-04-15,64.5
14,2021-05-15,11.6
14,2021-06-15,20.7
14,2021-07-15,0.3
14,2021-08-15,4.7
14,2021-09-15,46
14,2021-10-15,48.1
14,2021-11-15,21
14,2021-12-15,85.4
16,2021-01-15,93.6
16,2021-02-15,58.4
16,2021-03-15,14.8
16,2021-04-15,84.8
16,2021-05-15,27
16,2021-06-15,59.5
16,2021-07-15,9
16,2021-08-15,33.4
16,2021-09-15,58.1
16,2021-10-15,99.3
16,2021-11-15,39.5
16,2021-12-15,32.2
20,2021-01-15,173
20,2021-02-15,113.6
20,2021-03-15,62
20,2021-04-15,62.9
20,2021-05-15,69
20,2021-06-15,145
20,2021-07-15,46.8
20,2021-08-15,27
20,2021-09-15,122.8
20,2021-10-15,69.4
20,2021-11-15,342
20,2021-12-15,314.7
17,2021-01-15,34.9
17,2021-02-15,45.4
17,2021-03-15,16
17,2021-04-15,73.2
17,2021-05-15,54.2
17,2021-06-15,39.9
17,2021-07-15,29.4
17,2021-08-15,44
17,2021-09-15,89.9
17,2021-10-15,29.6
17,2021-11-15,108.5
17,2021-12-15,12.1
18,2021-01-15,72.2
18,2021-02-15,32.9
18,2021-03-15,17.2
18,2021-04-15,51
18,2021-05-15,38.1
18,2021-06-15,15.5
18,2021-07-15,1.3
18,2021-08-15,6.8
18,2021-09-15,11.5
18,2021-10-15,18.6
18,2021-11-15,31.7
18,2021-12-15,25.5
19,2021-01-15,88.4
19,2021-02-15,74.3
19,2021-03-15,15.5
19,2021-04-15,92.7
19,2021-05-15,40.6
19,2021-06-15,66.5
19,2021-07-15,12.3
19,2021-08-15,33.5
19,2021-09-15,76
19,2021-10-15,75.4
19,2021-11-15,44.6
19,2021-12-15,35.1
21,2021-01-15,50.7
21,2021-02-15,101.9
21,2021-03-15,35.4
21,2021-04-15,51.5
21,2021-05-15,15.1
21,2021-06-15,14.5
21,2021-07-15,0
21,2021-08-15,0
21,2021-09-15,78.2
21,2021-10-15,32
21,2021-11-15,18.1
21,2021-12-15,105.3
22,2021-01-15,84.3
22,2021-02-15,52.7
22,2021-03-15,5.6
22,2021-04-15,72.7
22,2021-05-15,42.5
22,2021-06-15,71.3
22,2021-07-15,23.6
22,2021-08-15,17.7
22,2021-09-15,78.3
22,2021-10-15,65
22,2021-11-15,64.7
22,2021-12-15,59.1
23,2021-01-15,100.6
23,2021-02-15,66.8
23,2021-03-15,10
23,2021-04-15,53.2
23,2021-05-15,18.5
23,2021-06-15,31.2
23,2021-07-15,0.1
23,2021-08-15,15.8
23,2021-09-15,19
23,2021-10-15,45.7
23,2021-11-15,51
23,2021-12-15,51.8
26,2021-01-15,72.8
26,2021-02-15,54.2
26,2021-03-15,17.6
26,2021-04-15,46.5
26,2021-05-15,47.1
26,2021-06-15,94.8
26,2021-07-15,4.1
26,2021-08-15,16.9
26,2021-09-15,42
26,2021-10-15,37.2
26,2021-11-15,115.8
26,2021-12-15,49.7
24,2021-01-15,92
24,2021-02-15,128.2
24,2021-03-15,19.4
24,2021-04-15,56.6
24,2021-05-15,48.9
24,2021-06-15,77.6
24,2021-07-15,6
24,2021-08-15,9.2
24,2021-09-15,71.8
24,2021-10-15,60.1
24,2021-11-15,59.8
24,2021-12-15,112.1
25,2021-01-15,59.3
25,2021-02-15,42
25,2021-03-15,12.6
25,2021-04-15,81.7
25,2021-05-15,37.5
25,2021-06-15,66.9
25,2021-07-15,38.6
25,2021-08-15,19
25,2021-09-15,55.7
25,2021-10-15,45
25,2021-11-15,58.6
25,2021-12-15,32.9
27,2021-01-15,179.5
27,2021-02-15,221.7
27,2021-03-15,26.6
27,2021-04-15,79.5
27,2021-05-15,78.4
27,2021-06-15,101.7
27,2021-07-15,13.5
27,2021-08-15,17.6
27,2021-09-15,59.5
27,2021-10-15,111
27,2021-11-15,114.1
27,2021-12-15,179.8
28,2021-01-15,69.3
28,2021-02-15,61.7
28,2021-03-15,6.1
28,2021-04-15,77
28,2021-05-15,25.7
28,2021-06-15,40
28,2021-07-15,5.6
28,2021-08-15,30
28,2021-09-15,63
28,2021-10-15,84.1
28,2021-11-15,25.2
28,2021-12-15,36
29,2021-01-15,139.5
29,2021-02-15,43.7
29,2021-03-15,35.5
29,2021-04-15,56.9
29,2021-05-15,16.5
29,2021-06-15,6.4
29,2021-07-15,0
29,2021-08-15,1.2
29,2021-09-15,29.9
29,2021-10-15,13.1
29,2021-11-15,26.5
29,2021-12-15,70.9
30,2021-01-15,44.5
30,2021-02-15,2.3
30,2021-03-15,52.6
30,2021-04-15,61.6
30,2021-05-15,48.7
30,2021-06-15,32.6
30,2021-07-15,9.3
30,2021-08-15,3.3
30,2021-09-15,32.4
30,2021-10-15,20.1
30,2021-11-15,37.4
30,2021-12-15,4.2
31,2021-01-15,98.8
31,2021-02-15,85.9
31,2021-03-15,23.8
31,2021-04-15,43.7
31,2021-05-15,44.2
31,2021-06-15,87.9
31,2021-07-15,17.6
31,2021-08-15,28.3
31,2021-09-15,64.3
31,2021-10-15,45
31,2021-11-15,161.1
31,2021-12-15,186.9
32,2021-01-15,138.9
32,2021-02-15,234.4
32,2021-03-15,10.9
32,2021-04-15,98.8
32,2021-05-15,65
32,2021-06-15,86.1
32,2021-07-15,5.5
32,2021-08-15,23
32,2021-09-15,65.9
32,2021-10-15,97.5
32,2021-11-15,32.6
32,2021-12-15,144.5
34,2021-01-15,52.3
34,2021-02-15,81.3
34,2021-03-15,7.5
34,2021-04-15,55.8
34,2021-05-15,29.7
34,2021-06-15,79.3
34,2021-07-15,3.4
34,2021-08-15,6.8
34,2021-09-15,61.6
34,2021-10-15,47.5
34,2021-11-15,56
34,2021-12-15,51.5
35,2021-01-15,255.4
35,2021-02-15,335.7
35,2021-03-15,22.3
35,2021-04-15,128.4
35,2021-05-15,144.5
35,2021-06-15,80.7
35,2021-07-15,24.6
35,2021-08-15,34
35,2021-09-15,92.4
35,2021-10-15,175.7
35,2021-11-15,45.3
35,2021-12-15,236.4
36,2021-01-15,52.9
36,2021-02-15,123.6
36,2021-03-15,4.1
36,2021-04-15,62.4
36,2021-05-15,24.4
36,2021-06-15,50.8
36,2021-07-15,5.6
36,2021-08-15,6.7
36,2021-09-15,85
36,2021-10-15,78.6
36,2021-11-15,27.1
36,2021-12-15,48.4
38,2021-01-15,63.3
38,2021-02-15,80.5
38,2021-03-15,3.3
38,2021-04-15,88.5
38,2021-05-15,39.8
38,2021-06-15,55.6
38,2021-07-15,6.3
38,2021-08-15,14.4
38,2021-09-15,47.1
38,2021-10-15,62.5
38,2021-11-15,42.9
38,2021-12-15,44.8
39,2021-01-15,91.1
39,2021-02-15,54.4
39,2021-03-15,24.5
39,2021-04-15,60.7
39,2021-05-15,9.2
39,2021-06-15,8.1
39,2021-07-15,0.1
39,2021-08-15,0.2
39,2021-09-15,46
39,2021-10-15,29.9
39,2021-11-15,20.6
39,2021-12-15,114.7
40,2021-01-15,75.1
40,2021-02-15,63.5
40,2021-03-15,12.1
40,2021-04-15,67.7
40,2021-05-15,70.7
40,2021-06-15,85.4
40,2021-07-15,10.5
40,2021-08-15,19.4
40,2021-09-15,56.5
40,2021-10-15,47
40,2021-11-15,62.9
40,2021-12-15,37.7
41,2021-01-15,52.7
41,2021-02-15,28.4
41,2021-03-15,9.7
41,2021-04-15,59.6
41,2021-05-15,19
41,2021-06-15,63.8
41,2021-07-15,22.4
41,2021-08-15,43.5
41,2021-09-15,88.7
41,2021-10-15,25.4
41,2021-11-15,115
41,2021-12-15,5.1
42,2021-01-15,54.1
42,2021-02-15,28.8
42,2021-03-15,11.9
42,2021-04-15,74.6
42,2021-05-15,48.5
42,2021-06-15,72.6
42,2021-07-15,26.8
42,2021-08-15,48.1
42,2021-09-15,55
42,2021-10-15,30.9
42,2021-11-15,60
42,2021-12-15,13.2
43,2021-01-15,83
43,2021-02-15,51.1
43,2021-03-15,7.5
43,2021-04-15,62.5
43,2021-05-15,15
43,2021-06-15,27.1
43,2021-07-15,3.3
43,2021-08-15,18.6
43,2021-09-15,70.5
43,2021-10-15,94.7
43,2021-11-15,16.4
43,2021-12-15,29.9
44,2021-01-15,61.9
44,2021-02-15,16.8
44,2021-03-15,49.3
44,2021-04-15,86.4
44,2021-05-15,33.8
44,2021-06-15,34.2
44,2021-07-15,17.1
44,2021-08-15,30.9
44,2021-09-15,99.3
44,2021-10-15,46.1
44,2021-11-15,46.6
44,2021-12-15,5.5
45,2021-01-15,29.2
45,2021-02-15,69.1
45,2021-03-15,4.1
45,2021-04-15,65.1
45,2021-05-15,24.3
45,2021-06-15,58.3
45,2021-07-15,1.9
45,2021-08-15,3.8
45,2021-09-15,54.1
45,2021-10-15,40.2
45,2021-11-15,41.7
45,2021-12-15,35.9
47,2021-01-15,53
47,2021-02-15,112
47,2021-03-15,6.8
47,2021-04-15,63.7
47,2021-05-15,19.8
47,2021-06-15,54.2
47,2021-07-15,3.1
47,2021-08-15,9.6
47,2021-09-15,78.5
47,2021-10-15,55.3
47,2021-11-15,29
47,2021-12-15,50.3
48,2021-01-15,52
48,2021-02-15,30
48,2021-03-15,3.6
48,2021-04-15,52.7
48,2021-05-15,38.3
48,2021-06-15,57.5
48,2021-07-15,13.5
48,2021-08-15,13.2
48,2021-09-15,61.5
48,2021-10-15,27.4
48,2021-11-15,76.6
48,2021-12-15,23.4
